position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
0_10	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1192225497485924	2836c202517ccf4ff1f095c3f9d66d4c4097270d	0	Marta que fará com teg? Estamos tão defasados mudou pra prior tios ou comem ou fazem manutenção carro	2016-08-31T21:53:10+0000	1
0_11	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1193574077351066	1c26d963514313aeb071e688c843b425b73b1a93	0	Mais CEUs viva! Todas as escolas deveriam ser CEUs  :)	2016-09-02T05:17:48+0000	2
0_12	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1192857170756090	75f5a89ab42a44a4f3c765b5cd35571f4f7a9ed3	0	Marta  estamos com voce bom trabalho	2016-09-01T13:23:41+0000	1
0_13	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1194631793911961	a939fc6ed6e8d3ed4e863330028efea61e6b84a9	0	Ah vá, a senhora lembra do aumento salarial que os professores tiveram na sua gestão? Faz me rir	2016-09-03T04:09:54+0000	0
0_14	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1194532593921881	1c26d963514313aeb071e688c843b425b73b1a93	0	+ CEUs , São Paulo agradece :)	2016-09-03T01:35:28+0000	1
0_15	125980744110410_1192084267500047	f35c2a028b31ea36b0e1b207a44673653fb921f9	Quero levar Educação de qualidade  com esporte  cultura e lazer para mais regiões de São Paulo. Quando fui prefeita  já comecei esse trabalho ao construir 21 CEUs e deixar outros 24 projetados. Agora  vou entregar 14 novas unidades por toda cidade. #Marta15 #CoragemPraMudar	2016-08-31T19:02:51+0000	1192084267500047_1196396297068844	6def70483f823bbd761a4836728381d81b3faa90	0		2016-09-04T19:39:22+0000	0
1_0	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1191956624179478	bfe0ef63cef57fee3e2e12a35da68ba4d1630671	0	Martinha,  mulher de fibra, garra o seu feito estará sempre marcado, corredor de ônibus e bilhete único facilitou e muito a vida dos paulistanos.  Parabéns.	2016-08-31T16:16:12+0000	5
1_1	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192010810840726	f11ebed4d80df829aa5966b1159ea203d2dcc0e4	0	Senadora, desculpa usar este espaço, mas permita que eu te agradeça! Obrigado por ter falado por mim e por muitos outros milhões hj!!! Sucesso, e rumo a prefeitura de SP!	2016-08-31T17:25:54+0000	5
1_2	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192037817504692	62a70f254346f517f34bcdcb8fc4c5756f2d7088	0	Marta é mais com menos e sabendo escolher as prioridades, dá para fazer!	2016-08-31T17:58:30+0000	3
1_3	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1193473010694506	01b5389d9943086e92bb8787aef42f2104ff8908	0	Talvez ganhe meu voto em um eventual segundo turno . Porém quero que seja objetiva . Radar já chega em sp!!! Policia não e pra ficar em cima da ponte multando.. E o chega inrrestrito as ciclovias	2016-09-02T02:38:01+0000	0
1_4	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192164377492036	e58dc6699069a538445a3152cf4d477059913240	0	Marta Parabéns pela sua coragem e garra pois estamos contigo até o fim . #MartaNeles #CoragemPraMudar	2016-08-31T20:32:46+0000	1
1_5	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192429830798824	39545e16575782338f949aea26c5b713f9ef1bc4	0	espero que não planeje acabar com com o bilhete mensal, e dê sequencia também às faixas exclusivas (fácil implantação e beneficio à curto prazo).	2016-09-01T02:48:15+0000	0
1_6	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192456407462833	510510a0c14dfd35eea85d320b14e8c6fc8b6b1a	0	Marta precisa tirar os elevador dos ônibus obrigar os donos das empresas a colocar os carros todos piso baixo muitos idosos não consegui subir com esses de graus altos obrigado	2016-09-01T03:09:09+0000	0
1_7	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192746077433866	e892c56c32b3218e010ceb8a1355f35ee2a16b8f	0	Marta quais são seus objetivos nas vias e asfalto público e qual será seu posicionamento em eventos  cultural como prefeita de são Paulo ?	2016-09-01T11:04:32+0000	0
1_8	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192863797422094	596e6f58445100806f6ce82bf0eee54f6341aacc	0	#Marta15 é corredor de ônibus, vai e volta, é #BilheteÚnico	2016-09-01T13:32:54+0000	0
1_9	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192735054101635	3b64743830666e8209853b62e14b723f7ae56156	0	Sim é você divota paragete	2016-09-01T10:46:03+0000	0
1_10	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192858250755982	75f5a89ab42a44a4f3c765b5cd35571f4f7a9ed3	0	O bilhete precisa voltar ser de 8 hs no domingo e em feriado	2016-09-01T13:24:43+0000	0
1_11	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192145260827281	cf8febddbe2f6647b457309216435f021ee48e08	0	Martinha, conto contigo! Bjs	2016-08-31T20:08:49+0000	1
1_12	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1193577667350707	1c26d963514313aeb071e688c843b425b73b1a93	0	Marta, fiquei uns meses desempregado e quase que tive de cortar meu futebol semanal pra economizar uma grana. Trabalhando qualquer despesa é despesa, mas desempregado a coisa é muito pior. Com R$ 3,80 todas as quarta-feiras vou e volto Graças ao Bilhete Unico que você criou quando foi Prefeita. Assim não pesa muito no meu orçamento e não precisei cortar meu esporte preferido  ;)	2016-09-02T05:23:21+0000	0
1_13	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1193163604058780	d841295f21512805e1118f63c69b8497af6276c5	0		2016-09-01T19:42:18+0000	0
1_14	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1192346030807204	dd99fb199bf010fc9c4a04123a57ed5498000e1a	0		2016-09-01T00:52:01+0000	0
1_15	125980744110410_1191892990852508	f35c2a028b31ea36b0e1b207a44673653fb921f9	Antes de ser prefeita  me comprometi a mudar o transporte de São Paulo. Criei o Bilhete Único e os corredores de ônibus  ajudando pessoas como a Alda a economizar tempo e dinheiro. Agora  vou criar mais seis corredores pra beneficiar ainda mais pessoas. #Marta15 #MartaFez	2016-08-31T15:59:34+0000	1191892990852508_1191952434179897	f4f5e43f7175f7629b848dc1f612b8db04e0b6aa	0	Miguel Bastos	2016-08-31T16:09:43+0000	0
2_0	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191865547521919	pageowner	1	Michel, obrigada pelas palavras. Tenho muito carinho pela sua amada Parelheiros. Foi uma das regiões que mais cresceram em nosso mandato. Pode confiar que jamais esquecerei de vocês.	2016-08-31T14:06:49+0000	1
2_1	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191867657521708	ea145ee2172d55fdf462e1ff8dbd7cfb42d261db	1	💪✌👏👏👏👏👏👏👏👏👏👏	2016-08-31T14:10:24+0000	1
2_2	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192309004144240	c09cba1eb4ada035e628a3fb2443fcfcc31ff9b7	1	Isso é verdade! Beneficiou trabalhadores e pequenas empresas. Foi uma revolução! Sem falar na troca dos veículos velhos, estragados por veículos novinhos, limpos...	2016-08-31T23:46:29+0000	2
2_3	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192986407409833	0a83b44ae137261a05133651e9e7600e89a2edce	1	Que essa eleição seja sua Marta! Sao Paulo esta precisando de você!  #Pracimadeles 👏👏	2016-09-01T16:11:10+0000	1
2_4	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191863474188793	ea145ee2172d55fdf462e1ff8dbd7cfb42d261db	0	Me lembro que quando o bilhete unico foi criado eu trabalhava de Office Boy no Cambuci,  eu Pegava 3 condução para ir , saia de Parelheiros as 5 horas da amanhã  para estar no serviço as 7:15. Com a implantação do bilhete unico me ajudou a ficar no meu serviço por que ai meu patrão tinha pouca dispesa com condução para eu ir e vir do trabalho , me ajudou muito também nos serviços que eu fazia na rua por que também gerava uma economia para meu patrão em relação a condução. Obrigado Marta,  espero que volte esse ano e ajude novamente São Paulo  e meu amado Parelheiros.	2016-08-31T14:02:48+0000	8
2_5	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191866090855198	pageowner	1	Joyce, há muita coisa errada na cidade. Por favor, continue mostrando sua indignação. É com esse diálogo que vamos saber qual é o real problema para o povo e como poderemos resolver essas situações.	2016-08-31T14:08:02+0000	1
2_6	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191866550855152	3be387a305b1f6d9d7bd456a2fcd4e35bff1a383	1	Obrigado	2016-08-31T14:08:38+0000	0
2_7	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191855730856234	3be387a305b1f6d9d7bd456a2fcd4e35bff1a383	0	VC foi a melhor que olho por nós da     extremidade sul...Como dizem ...barragem tá só por Deus fizeram umas obra na rua que só piorou colocaram guias pra vim o asfalto até hoje quando chove só por Deus. ..ESPERO QUE GANHE E NÓS AJUDE ...JÁ TEM MEU APOIO...	2016-08-31T13:50:56+0000	2
2_8	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191832687525205	596e6f58445100806f6ce82bf0eee54f6341aacc	0	Eu pego 2 ônibus pra ir pro trabalho... Sem o #BilhetoÚnico eu gastaria o dobro, mais 167 reais no mês. No total, poderia ultrapassar 334 reais mensais. Quase meio salário mínimo. Obrigado Marta, seus projetos geram economia para todos os cidadãos! #VoltaMarta #Marta15	2016-08-31T13:25:33+0000	2
2_9	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1192326890809118	1b3dfdd8e65b3df87b887b306e564730e24168aa	0	Eu achei super humilde de ti assumir os erros durante sua campanha para prefeita. Apesar de ser morador de Osasco e relativamente jovem, tenho memoria de como era o transporte e o ensino público da capital  (pré-Marta) e como você de certa forma revolucionou a cidade em apenas 4 anos, sucedendo o fracasso da gestão anterior do Pitta. Os resultados estão ai até hoje e sendo copiados dentro da capital e fora dela. Em Osasco, tentaram copiar algumas soluções por ti implantadas, mas até hoje elas não estão concluidas. Não voto em São Paulo, mas a admiro como mulher e como politica e acredito em você e no seu potencial.	2016-09-01T00:18:01+0000	1
2_10	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191917560850051	9601d65f2b67321e14d2710881185c4ac784d9fe	0	Lindo Adriana Campos fala bem parabéns Marta obrigado por não nos abandona  Mas para ser melhor você tem que voltar  Parelheiros quer Marta outra vez  15	2016-08-31T15:19:23+0000	2
2_11	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191876280854179	bcf53f144bef9d67b45909099f8a2a8ba9d76430	0	Trabalhei em suas campanhas, hoje com 62 dois anos fica difícil de trabalhar, marta elabore programas de trabalho para idoso bjs.	2016-08-31T14:18:53+0000	2
2_12	125980744110410_1191808634194277	f35c2a028b31ea36b0e1b207a44673653fb921f9	Muitos podem não lembrar  mas antes de eu criar o Bilhete Único  toda vez que alguém pegava uma condução  tinha que pagar uma passagem. Se o Bilhete não existisse  a Adriana gastaria R$ 22 80 só pra ir para a fisioterapia. Hoje  gasta R$ 7 60. #Marta15 #CoragemPraMudar	2016-08-31T13:01:01+0000	1191808634194277_1191919420849865	408018ccac5865a0bb4de28f0059788c516c7bbd	0	Parabéns Dri Adriana Campos  Muito bom o vídeo amore  MARTA NELES SOMOS TODOS 15	2016-08-31T15:22:03+0000	2
